document_id,title,authority,authority_level,document_type,version,publish_date,effective_date,replaced_by,status,diseases,scenarios,language,source_url,local_file,sha256,qianfan_kb,notes
DM002,中国2型糖尿病防治指南（2020年版）,中华医学会糖尿病学分会,P3,professional_guideline,2020版,2021-04-27,,,draft,DIABETES,followup|risk_assessment|medication_safety|lifestyle|referral,zh,https://rs.yiigle.com/CN2021/1315505.htm,PENDING,,KB_DM,"pending manual download: publisher paywall (Yiigle), no official free full text; 正式出处 中华糖尿病杂志 2021;13(4):315-409, DOI 10.3760/cma.j.cn115791-20210221-00095; pending manual download: waf_or_empty_body: body_len=35 status=401 title=安全验证"
DM003,国家基层糖尿病防治管理指南（2022）,国家基层糖尿病防治管理办公室,P3,professional_guideline,2022,2022-03-01,,,draft,DIABETES|PRIMARY_CARE,followup|screening|medication_safety|lifestyle|referral,zh,https://drugs.dxy.cn/pc/clinicalGuidelines/pFt03XqSDLS5Swuag1he4yw,PENDING,,KB_DM,"pending manual download: third-party portal requires login/authorization; 正式出处 中华内科杂志 2022;61(3):249-262, DOI 10.3760/cma.j.cn112138-20220120-000063; pending manual download: paywall_or_login_wall: third-party portal drugs.dxy.cn renders only a preview; full text requires login/membership (paywall not bypassed)"
COPD001,慢性阻塞性肺疾病患者健康服务规范（试行）,国家卫生健康委,P1,nhc_policy,试行,2024-09-13,,,active,COPD,followup|screening|risk_assessment|education|referral,zh,https://www.nhc.gov.cn/jws/c100073/202409/ad3c2a8221184272872a31ae400ecd37.shtml,knowledge/raw/04_copd/COPD001.html,1283ce93decf654ccd0d8a066f6203a3d5a0cb7f2e6ee9053a8c45d1fd5903c4,KB_COPD,navigation status 412 (WZWS challenge) but body fully rendered; annex pdf: knowledge/raw/04_copd/COPD001.pdf
COPD002,健康中国行动——慢性呼吸系统疾病防治行动实施方案（2024—2030年）,国家卫生健康委等,P1,nhc_policy,2024—2030,2024-07-29,,,active,COPD,screening|risk_assessment|education|referral|followup,zh,https://www.nhc.gov.cn/ylyjs/gzdt/202407/eee1c5827dc84989907d9e4cb2d24c4b.shtml,knowledge/raw/04_copd/COPD002.html,f356efcf9265ec9542626e621a046b2ba449ec8c46024520f23b898bc579354b,KB_COPD,navigation status 412 (WZWS challenge) but body fully rendered
MULTI001,“三高”共管规范化诊疗中国专家共识（2023版）,中华医学会等,P3,expert_consensus,2023版,2023-07-24,,,draft,HYPERTENSION|DIABETES|DYSLIPIDEMIA|MULTIMORBIDITY|CARDIOVASCULAR,followup|risk_assessment|medication_safety|referral,zh,https://rs.yiigle.com/CN2021/1467649.htm,PENDING,,KB_MULTIMORBIDITY,"pending manual download: publisher paywall (Yiigle), no official free full text; pending manual download: waf_or_empty_body: body_len=35 status=401 title=安全验证"
MULTI002,中国血脂管理指南（2023年）,中国血脂管理指南修订联合专家委员会,P3,professional_guideline,2023,2023-04-15,,,active,DYSLIPIDEMIA|CARDIOVASCULAR|MULTIMORBIDITY,risk_assessment|medication_safety|lifestyle|followup,zh,https://www.sinocardiomed.com/wp-content/uploads/2023/04/2023041513592396.pdf,knowledge/raw/05_multimorbidity/MULTI002.pdf,9a41ace3617559b2ece93c5c01972376ead8b37c8ff991a745248d32e1780daa,KB_MULTIMORBIDITY,official PDF full text published by Chinese Society of Cardiology (sinocardiomed.com)
LIFE001,高血压营养和运动指导原则（2024年版）,国家卫生健康委,P1,nhc_policy,2024版,2024-07-01,,,active,HYPERTENSION|LIFESTYLE|MULTIMORBIDITY,lifestyle|education|followup,zh,https://www.nhc.gov.cn/ylyjs/gzdt/202407/256b4eb8398440a8811344c7be50a333.shtml,knowledge/raw/06_lifestyle/LIFE001.html,44027e8bcb0e6bbbaf0d9994e28eb9878c00a71370b20aaa47bb9abe939b682c,KB_LIFESTYLE,官方统一入口页含 4 份附件；本条目对应同名《高血压营养和运动指导原则（2024年版）》；附件为扫描件（文本层仅约 388 字符），需 OCR 才能全文入库; navigation status 412 (WZWS challenge) but body fully rendered; annex pdf: knowledge/raw/06_lifestyle/LIFE001.pdf
LIFE001A,高血糖症营养和运动指导原则（2024年版）,国家卫生健康委,P1,nhc_policy,2024版,2024-07-01,,,draft,DIABETES|LIFESTYLE,lifestyle|education|followup,zh,https://www.nhc.gov.cn/ylyjs/gzdt/202407/256b4eb8398440a8811344c7be50a333.shtml,knowledge/raw/06_lifestyle/LIFE001A.pdf,5cd26006012c52461fbefee9a4befe0c3896592425266c4c5e61c2ca09b75601,KB_LIFESTYLE,官方统一入口页第 2 份附件；扫描件（文本层仅约 391 字符），需 OCR 才能全文入库; 内容与标题不匹配（title_bigram_ratio=0.11）：官方附件为扫描件，文本层仅约 456 字符，需 OCR; official annex PDF downloaded via browser context (WZWS)
LIFE001B,高脂血症营养和运动指导原则（2024年版）,国家卫生健康委,P1,nhc_policy,2024版,2024-07-01,,,draft,DYSLIPIDEMIA|LIFESTYLE,lifestyle|education|followup,zh,https://www.nhc.gov.cn/ylyjs/gzdt/202407/256b4eb8398440a8811344c7be50a333.shtml,knowledge/raw/06_lifestyle/LIFE001B.pdf,9f2860a57817a64c2e377c7b536d266a36862714eacc53f888034f41db5dc359,KB_LIFESTYLE,官方统一入口页第 3 份附件；扫描件（文本层仅约 405 字符），需 OCR 才能全文入库; 内容与标题不匹配（title_bigram_ratio=0.11）：官方附件为扫描件，文本层仅约 472 字符，需 OCR; official annex PDF downloaded via browser context (WZWS)
LIFE001C,高尿酸血症营养和运动指导原则（2024年版）,国家卫生健康委,P1,nhc_policy,2024版,2024-07-01,,,draft,HYPERURICEMIA|LIFESTYLE,lifestyle|education|followup,zh,https://www.nhc.gov.cn/ylyjs/gzdt/202407/256b4eb8398440a8811344c7be50a333.shtml,knowledge/raw/06_lifestyle/LIFE001C.pdf,b65836272d2b1612264744377e99b58ef9ccaa137ac009b3b38f8dcf9656ece0,KB_LIFESTYLE,官方统一入口页第 4 份附件；扫描件（文本层仅约 418 字符），需 OCR 才能全文入库; 内容与标题不匹配（title_bigram_ratio=0.05）：官方附件为扫描件，文本层仅约 503 字符，需 OCR; official annex PDF downloaded via browser context (WZWS)
LIFE002,成人高血压食养指南（2023年版）,国家卫生健康委,P1,nhc_policy,2023版,2023-01-18,,,active,HYPERTENSION|LIFESTYLE,lifestyle|education|followup,zh,https://www.nhc.gov.cn/sps/c100088/202301/f01895a06c5349ef999f25da833c166d.shtml,knowledge/raw/06_lifestyle/LIFE002.html,5371aab1d074764e0335e15f8c8d1ba56eb8447d76e45a2d2bf0cb01574de442,KB_LIFESTYLE,shared official entry page for four 食养指南 (2023); annex PDF on the same page; navigation status 412 (WZWS challenge) but body fully rendered; annex pdf: knowledge/raw/06_lifestyle/LIFE002.pdf
LIFE003,成人糖尿病食养指南（2023年版）,国家卫生健康委,P1,nhc_policy,2023版,2023-01-18,,,active,DIABETES|LIFESTYLE,lifestyle|education|followup,zh,https://www.nhc.gov.cn/sps/c100088/202301/f01895a06c5349ef999f25da833c166d.shtml,knowledge/raw/06_lifestyle/LIFE003.html,5371aab1d074764e0335e15f8c8d1ba56eb8447d76e45a2d2bf0cb01574de442,KB_LIFESTYLE,shared official entry page for four 食养指南 (2023); annex PDF on the same page; navigation status 412 (WZWS challenge) but body fully rendered; annex pdf: knowledge/raw/06_lifestyle/LIFE003.pdf
LIFE004,成人高脂血症食养指南（2023年版）,国家卫生健康委,P1,nhc_policy,2023版,2023-01-18,,,active,DYSLIPIDEMIA|LIFESTYLE,lifestyle|education|followup,zh,https://www.nhc.gov.cn/sps/c100088/202301/f01895a06c5349ef999f25da833c166d.shtml,knowledge/raw/06_lifestyle/LIFE004.html,5371aab1d074764e0335e15f8c8d1ba56eb8447d76e45a2d2bf0cb01574de442,KB_LIFESTYLE,shared official entry page for four 食养指南 (2023); annex PDF on the same page; navigation status 412 (WZWS challenge) but body fully rendered; annex pdf: knowledge/raw/06_lifestyle/LIFE004.pdf
LIFE005,成人高尿酸血症与痛风食养指南（2024年版）,国家卫生健康委,P1,nhc_policy,2024版,2024-02-08,,,active,HYPERURICEMIA|LIFESTYLE,lifestyle|education|followup,zh,https://www.nhc.gov.cn/sps/c100088/202402/9ba512ba8e314a47a181db11d2fa188d.shtml,knowledge/raw/06_lifestyle/LIFE005.html,32c97b182bacd0b185f8525651f6d06a1544b5e7fe905d18ee3db713b2ca9eeb,KB_LIFESTYLE,shared official entry page for four 食养指南 (2024); annex PDF on the same page; navigation status 412 (WZWS challenge) but body fully rendered; annex pdf: knowledge/raw/06_lifestyle/LIFE005.pdf
LIFE006,成人肥胖食养指南（2024年版）,国家卫生健康委,P1,nhc_policy,2024版,2024-02-08,,,active,OBESITY|LIFESTYLE,lifestyle|education|followup,zh,https://www.nhc.gov.cn/sps/c100088/202402/9ba512ba8e314a47a181db11d2fa188d.shtml,knowledge/raw/06_lifestyle/LIFE006.html,32c97b182bacd0b185f8525651f6d06a1544b5e7fe905d18ee3db713b2ca9eeb,KB_LIFESTYLE,shared official entry page for four 食养指南 (2024); annex PDF on the same page; navigation status 412 (WZWS challenge) but body fully rendered; annex pdf: knowledge/raw/06_lifestyle/LIFE006.pdf
LIFE007,成人慢性肾脏病食养指南（2024年版）,国家卫生健康委,P1,nhc_policy,2024版,2024-02-08,,,active,CKD|LIFESTYLE,lifestyle|education|followup,zh,https://www.nhc.gov.cn/sps/c100088/202402/9ba512ba8e314a47a181db11d2fa188d.shtml,knowledge/raw/06_lifestyle/LIFE007.html,32c97b182bacd0b185f8525651f6d06a1544b5e7fe905d18ee3db713b2ca9eeb,KB_LIFESTYLE,shared official entry page for four 食养指南 (2024); annex PDF on the same page; navigation status 412 (WZWS challenge) but body fully rendered; annex pdf: knowledge/raw/06_lifestyle/LIFE007.pdf
LIFE008,居民体重管理核心知识（2024年版）,国家卫生健康委,P1,nhc_policy,2024版,2024-07-02,,,active,OBESITY|LIFESTYLE,lifestyle|education|risk_assessment,zh,https://www.nhc.gov.cn/ylyjs/gzdt/202407/9ec6136773bc41048a39f275fcc37b44.shtml,knowledge/raw/06_lifestyle/LIFE008.html,5692a71abcfd22d7b361364b7d9028b8760edd77d8b7d8dab36e0d6c43970e4f,KB_LIFESTYLE,官方附件为单页扫描件（文本层仅约 106 字符），需 OCR 才能全文入库; navigation status 412 (WZWS challenge) but body fully rendered; annex pdf: knowledge/raw/06_lifestyle/LIFE008.pdf
LIFE008A,居民体重管理核心知识（2024年版）释义,国家卫生健康委,P1,nhc_policy,2024版,2024-07-02,,,active,OBESITY|LIFESTYLE,lifestyle|education|risk_assessment,zh,https://www.nhc.gov.cn/ylyjs/gzdt/202407/9ec6136773bc41048a39f275fcc37b44.shtml,knowledge/raw/06_lifestyle/LIFE008A.pdf,fa044afcfe008651fdad7cf7a8f531a304f135794580a1f1b2aec6fc6347edd1,KB_LIFESTYLE,官方附件『释义』；文本层可用（4 页约 1974 字符）; official annex PDF downloaded via browser context (WZWS)
PRIM001,居民电子健康档案首页基本内容（试行）,国家卫生健康委,P1,nhc_policy,试行,2024-06-21,,,active,GENERAL_HEALTH|PRIMARY_CARE,health_record|followup|referral,zh,https://www.nhc.gov.cn/jws/c100073/202406/f6520c3818c34637ab5f9d3d5232aaf3.shtml,knowledge/raw/07_primarycare/PRIM001.html,62159477cd8b614616ec0520d4e8f7f3b420b821cc7cf6109fb372fb42ccb45d,KB_PRIMARYCARE,annex pdf: knowledge/raw/07_primarycare/PRIM001.pdf
PRIM002,家庭医生签约基本服务包清单（试行）,国家卫生健康委,P1,nhc_policy,试行,2025-04-15,,,active,GENERAL_HEALTH|PRIMARY_CARE|MULTIMORBIDITY,followup|education|referral|health_record|lifestyle,zh,https://www.nhc.gov.cn/jws/c100073/202504/57fa208d505041168bcf192331a129d2.shtml,knowledge/raw/07_primarycare/PRIM002.html,c7f11dc2cf3bca10bc71b6d492d9b4c395dbe64fe880b1d634ffe8721cfa95c8,KB_PRIMARYCARE,navigation status 412 (WZWS challenge) but body fully rendered; annex pdf: knowledge/raw/07_primarycare/PRIM002.pdf
PRIM003,老年人健康管理技术规范 WS/T 484—2015,国家卫生计生委,P0,national_standard,WS/T 484—2015,2015-11-16,2016-04-01,,active,ELDERLY_HEALTH|PRIMARY_CARE|HYPERTENSION|DIABETES,followup|screening|risk_assessment|health_record|medication_safety,zh,https://www.nhc.gov.cn/wjw/c100309/201511/6725aa6b7b6846058e3abf6ab3ee32d4.shtml,knowledge/raw/07_primarycare/PRIM003.html,73e66e975e49d3c94d06ffc170be9272a8ba37d06cf9e522dbca974835563a1f,KB_PRIMARYCARE,标准发布页；官方 PDF（39 页）的 ToUnicode CMap 损坏：中文被映射到 U+00xx 控制区、数字映射为全角、字母映射到 U+72xx，抽出如 犐犆犛１１．０２０（应 ICS 11.020），无法算术还原；已改用发布页元数据占位，需 OCR 或替换带正确 ToUnicode 的同版 PDF
WHO001,WHO PEN (Package of essential NCD interventions),World Health Organization,P4,who_guideline,2nd edition,2020-09-07,,,active,HYPERTENSION|DIABETES|CARDIOVASCULAR|MULTIMORBIDITY|PRIMARY_CARE,screening|risk_assessment|followup|medication_safety|referral,en,https://www.who.int/publications/i/item/9789240009226,knowledge/raw/08_who/WHO001.pdf,a09cc0ea4b39fd6ebfceb4d73f20bee7c4a7baeb3ae60150160cad646d6ec7e6,KB_WHO,完整英文原文 PDF（85 页）；WHO 已将 IRIS 迁移到 iris.who.int/server/api/core/bitstreams/<uuid>/content（旧 bitstream/handle 链接已失效）
WHO002,WHO HEARTS: Risk-based CVD Management,World Health Organization,P4,who_guideline,HEARTS technical package,2020-07-13,,,active,CARDIOVASCULAR|HYPERTENSION|DYSLIPIDEMIA,risk_assessment|followup|medication_safety|referral,en,https://www.who.int/publications/i/item/9789240001367,knowledge/raw/08_who/WHO002.pdf,1f836448bc5f0455b717d9c1d6fc4cb057a286b8303fa940bf14c356785e2510,KB_WHO,完整英文原文 PDF（80 页）；IRIS 新版直链
WHO003,WHO HEARTS: Healthy-lifestyle counselling,World Health Organization,P4,who_guideline,HEARTS technical package,2018-05-02,,,active,CARDIOVASCULAR|LIFESTYLE|HYPERTENSION,lifestyle|education|followup,en,https://www.who.int/publications/i/item/WHO-NMH-NVI-18-1,knowledge/raw/08_who/WHO003.pdf,bf0a3285b664683830e0645357d08614b75e3ead120706c47ca7c7f2a88f9dc5,KB_WHO,完整英文原文 PDF（30 页）；IRIS 新版直链
